Test/Loss,Test/Accuracy,Test/Precision,Test/Recall,Test/F1Score,TestEpoch/Accuracy,TestEpoch/Precision,TestEpoch/Recall,TestEpoch/F1Score,epoch,step,Train/Loss,Train/Accuracy,Train/Precision,Train/Recall,Train/F1Score,Validation/Loss,Validation/Accuracy,Validation/Precision,Validation/Recall,Validation/F1Score,ValidationEpoch/Accuracy,ValidationEpoch/Precision,ValidationEpoch/Recall,ValidationEpoch/F1Score,TrainEpoch/Accuracy,TrainEpoch/Precision,TrainEpoch/Recall,TrainEpoch/F1Score
2.3084890842437744,0.11348938941955566,0.0326940193772316,0.11348938941955566,0.037069112062454224,0.11505139619112015,0.043524980545043945,0.11505139619112015,0.040871888399124146,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,19,1.4887783527374268,0.6700000166893005,0.6348485350608826,0.6700000166893005,0.5987346172332764,,,,,,,,,,,,,
,,,,,,,,,0,39,0.6654926538467407,0.8500000834465027,0.8333333730697632,0.8500000834465027,0.8014286160469055,,,,,,,,,,,,,
,,,,,,,,,0,59,0.701128363609314,0.721666693687439,0.7100000381469727,0.721666693687439,0.6932845115661621,,,,,,,,,,,,,
,,,,,,,,,0,79,0.4589855372905731,0.8100000619888306,0.7316666841506958,0.8100000619888306,0.732496440410614,,,,,,,,,,,,,
,,,,,,,,,0,99,0.34357336163520813,0.8133333921432495,0.7916667461395264,0.8133333921432495,0.7788456082344055,,,,,,,,,,,,,
,,,,,,,,,0,119,0.42125073075294495,0.9083333611488342,0.8966667056083679,0.9083333611488342,0.8860317468643188,,,,,,,,,,,,,
,,,,,,,,,0,139,0.3081517815589905,0.9100000858306885,0.893333375453949,0.9100000858306885,0.8766667246818542,,,,,,,,,,,,,
,,,,,,,,,0,159,0.4353266656398773,0.7400000691413879,0.7850000262260437,0.7400000691413879,0.7388889193534851,,,,,,,,,,,,,
,,,,,,,,,0,179,0.3380630910396576,0.8222222924232483,0.8166667222976685,0.8222222924232483,0.7907843589782715,,,,,,,,,,,,,
,,,,,,,,,0,199,0.17376695573329926,0.8833333849906921,0.846666693687439,0.8833333849906921,0.859798014163971,,,,,,,,,,,,,
,,,,,,,,,0,219,0.44099190831184387,0.7571429014205933,0.7990476489067078,0.7571429014205933,0.7489743828773499,,,,,,,,,,,,,
,,,,,,,,,0,239,0.17755061388015747,0.9675000309944153,0.9625000357627869,0.9675000309944153,0.9621032476425171,,,,,,,,,,,,,
,,,,,,,,,0,259,0.2403818517923355,0.9050000309944153,0.9273810386657715,0.9050000309944153,0.9028632640838623,,,,,,,,,,,,,
,,,,,,,,,0,279,0.16524313390254974,0.9500001072883606,0.9750000834465027,0.9500001072883606,0.9523810744285583,,,,,,,,,,,,,
,,,,,,,,,0,299,0.17886857688426971,0.9500001072883606,0.9300000667572021,0.9500001072883606,0.9269841909408569,,,,,,,,,,,,,
,,,,,,,,,0,319,0.3641493022441864,0.9100000858306885,0.9133334159851074,0.9100000858306885,0.8978933095932007,,,,,,,,,,,,,
,,,,,,,,,0,339,0.10067783296108246,0.9666667580604553,0.9800000786781311,0.9666667580604553,0.9688889384269714,,,,,,,,,,,,,
,,,,,,,,,0,359,0.5268905162811279,0.8416667580604553,0.8683333992958069,0.8416667580604553,0.8369048237800598,,,,,,,,,,,,,
,,,,,,,,,0,379,0.2603427469730377,0.8300000429153442,0.8500000834465027,0.8300000429153442,0.8264647126197815,,,,,,,,,,,,,
,,,,,,,,,0,399,0.6472945213317871,0.6966667175292969,0.7666667103767395,0.6966667175292969,0.7155555486679077,,,,,,,,,,,,,
,,,,,,,,,0,419,0.29056549072265625,0.8100000619888306,0.8233333826065063,0.8100000619888306,0.8111111521720886,,,,,,,,,,,,,
,,,,,,,,,0,439,0.21138326823711395,0.9300000667572021,0.9050000905990601,0.9300000667572021,0.8968254327774048,,,,,,,,,,,,,
,,,,,,,,,0,459,0.30673807859420776,0.9500001072883606,0.9250000715255737,0.9500001072883606,0.9190477132797241,,,,,,,,,,,,,
,,,,,,,,,0,479,0.1634620875120163,0.9800000786781311,0.9500001072883606,0.9800000786781311,0.9555556178092957,,,,,,,,,,,,,
,,,,,,,,,0,499,0.3237098753452301,0.9300000071525574,0.9000000357627869,0.9300000071525574,0.8978931903839111,,,,,,,,,,,,,
,,,,,,,,,0,519,0.15511395037174225,0.9416667222976685,0.9416667222976685,0.9416667222976685,0.9314286112785339,,,,,,,,,,,,,
,,,,,,,,,0,539,0.11491304636001587,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,559,0.09367618709802628,0.8750000596046448,0.8750000596046448,0.8750000596046448,0.8714286088943481,,,,,,,,,,,,,
,,,,,,,,,0,562,,,,,,0.2561575770378113,0.8932230472564697,0.8899950385093689,0.8932230472564697,0.8798317909240723,0.9261323809623718,0.9258317351341248,0.9261323809623718,0.9252180457115173,,,,
